drug1.conc,drug2.conc,drug3.conc,drug4.conc,E
20,4.472,4.472,1,0.06096
20,4.472,4.472,4.472,0.03203
20,4.472,4.472,20,0.02294
20,4.472,20,0,0.1006
20,4.472,20,0.05,0.1029
20,4.472,20,0.2236,0.08394
20,4.472,20,1,0.0592
20,4.472,20,4.472,0.03753
20,4.472,20,20,0.02316
0,20,0,0,0.5767
0,20,0,0.05,0.5523
0,20,0,0.2236,0.5627
0,20,0,1,0.3898
0,20,0,4.472,0.1742
0,20,0,20,0.1487
0,20,0.05,0,0.5473
0,20,0.05,0.05,0.5236
0,20,0.05,0.2236,0.5364
0,20,0.05,1,0.3507
0,20,0.05,4.472,0.212
0,20,0.05,20,0.1309
0,20,0.2236,0,0.5682
0,20,0.2236,0.05,0.5453
0,20,0.2236,0.2236,0.515
0,20,0.2236,1,0.379
0,20,0.2236,4.472,0.2141
0,20,0.2236,20,0.1415
0,20,1,0,0.4137
0,20,1,0.05,0.33
0,20,1,0.2236,0.3584
0,20,1,1,0.2212
0,20,1,4.472,0.1395
0,20,1,20,0.09188
0,20,4.472,0,0.1858
0,20,4.472,0.05,0.1706
0,20,4.472,0.2236,0.1558
0,20,4.472,1,0.1143
0,20,4.472,4.472,0.06458
0,20,4.472,20,0.04315
0,20,20,0,0.182
0,20,20,0.05,0.1641
0,20,20,0.2236,0.1655
0,20,20,1,0.1005
0,20,20,4.472,0.06587
0,20,20,20,0.04267
0.05,20,0,0,0.5787
0.05,20,0,0.05,0.6073
0.05,20,0,0.2236,0.5061
0.05,20,0,1,0.3386
0.05,20,0,4.472,0.2056
0.05,20,0,20,0.1357
0.05,20,0.05,0,0.6146
0.05,20,0.05,0.05,0.5771
0.05,20,0.05,0.2236,0.5206
0.05,20,0.05,1,0.3362
0.05,20,0.05,4.472,0.2071
0.05,20,0.05,20,0.1466
0.05,20,0.2236,0,0.6038
0.05,20,0.2236,0.05,0.5674
0.05,20,0.2236,0.2236,0.4964
0.05,20,0.2236,1,0.3127
0.05,20,0.2236,4.472,0.2111
0.05,20,0.2236,20,0.1422
0.05,20,1,0,0.3779
0.05,20,1,0.05,0.3893
0.05,20,1,0.2236,0.3107
0.05,20,1,1,0.2595
0.05,20,1,4.472,0.135
0.05,20,1,20,0.08533
0.05,20,4.472,0,0.1551
0.05,20,4.472,0.05,0.1656
0.05,20,4.472,0.2236,0.1439
0.05,20,4.472,1,0.1153
0.05,20,4.472,4.472,0.06293
0.05,20,4.472,20,0.04584
0.05,20,20,0,0.1724
0.05,20,20,0.05,0.1689
0.05,20,20,0.2236,0.1462
0.05,20,20,1,0.115
0.05,20,20,4.472,0.06425
0.05,20,20,20,0.04085
0.2236,20,0,0,0.5502
0.2236,20,0,0.05,0.5795
0.2236,20,0,0.2236,0.4928
0.2236,20,0,1,0.315
0.2236,20,0,4.472,0.2058
0.2236,20,0,20,0.1289
0.2236,20,0.05,0,0.5618
0.2236,20,0.05,0.05,0.5393
0.2236,20,0.05,0.2236,0.4795
0.2236,20,0.05,1,0.3182
0.2236,20,0.05,4.472,0.1785
0.2236,20,0.05,20,0.1347
0.2236,20,0.2236,0,0.5702
0.2236,20,0.2236,0.05,0.5269
0.2236,20,0.2236,0.2236,0.4844
0.2236,20,0.2236,1,0.3221
0.2236,20,0.2236,4.472,0.1798
0.2236,20,0.2236,20,0.1326
0.2236,20,1,0,0.3946
0.2236,20,1,0.05,0.3424
0.2236,20,1,0.2236,0.3281
0.2236,20,1,1,0.2305
0.2236,20,1,4.472,0.1225
0.2236,20,1,20,0.08928
0.2236,20,4.472,0,0.1714
0.2236,20,4.472,0.05,0.1788
0.2236,20,4.472,0.2236,0.156
0.2236,20,4.472,1,0.1091
0.2236,20,4.472,4.472,0.05917
0.2236,20,4.472,20,0.04188
0.2236,20,20,0,0.1663
0.2236,20,20,0.05,0.1573
0.2236,20,20,0.2236,0.139
0.2236,20,20,1,0.09382
0.2236,20,20,4.472,0.05982
0.2236,20,20,20,0.04105
1,20,0,0,0.4471
1,20,0,0.05,0.4056
1,20,0,0.2236,0.3762
1,20,0,1,0.2599
1,20,0,4.472,0.1523
1,20,0,20,0.1035
1,20,0.05,0,0.4343
1,20,0.05,0.05,0.4062
1,20,0.05,0.2236,0.3854
1,20,0.05,1,0.2471
1,20,0.05,4.472,0.1589
1,20,0.05,20,0.1048
1,20,0.2236,0,0.4652
1,20,0.2236,0.05,0.4149
1,20,0.2236,0.2236,0.3872
1,20,0.2236,1,0.2649
1,20,0.2236,4.472,0.1641
1,20,0.2236,20,0.1103
1,20,1,0,0.2743
1,20,1,0.05,0.2982
1,20,1,0.2236,0.268
1,20,1,1,0.1888
1,20,1,4.472,0.09603
1,20,1,20,0.07072
1,20,4.472,0,0.138
1,20,4.472,0.05,0.14
1,20,4.472,0.2236,0.1208
1,20,4.472,1,0.08032
1,20,4.472,4.472,0.0473
1,20,4.472,20,0.03217
1,20,20,0,0.1399
1,20,20,0.05,0.1279
1,20,20,0.2236,0.1061
1,20,20,1,0.07422
1,20,20,4.472,0.04314
1,20,20,20,0.03364
4.472,20,0,0,0.2992
4.472,20,0,0.05,0.302
4.472,20,0,0.2236,0.2651
4.472,20,0,1,0.1935
4.472,20,0,4.472,0.1049
4.472,20,0,20,0.07541
4.472,20,0.05,0,0.3103
4.472,20,0.05,0.05,0.3314
4.472,20,0.05,0.2236,0.2436
4.472,20,0.05,1,0.1889
4.472,20,0.05,4.472,0.1066
4.472,20,0.05,20,0.07244
4.472,20,0.2236,0,0.3322
4.472,20,0.2236,0.05,0.2931
4.472,20,0.2236,0.2236,0.2777
4.472,20,0.2236,1,0.1997
4.472,20,0.2236,4.472,0.1103
4.472,20,0.2236,20,0.07357
4.472,20,1,0,0.2104
4.472,20,1,0.05,0.1901
4.472,20,1,0.2236,0.1633
4.472,20,1,1,0.1211
4.472,20,1,4.472,0.06241
4.472,20,1,20,0.04077
4.472,20,4.472,0,0.09744
4.472,20,4.472,0.05,0.08835
4.472,20,4.472,0.2236,0.08262
4.472,20,4.472,1,0.05992
4.472,20,4.472,4.472,0.03564
4.472,20,4.472,20,0.02378
4.472,20,20,0,0.08235
4.472,20,20,0.05,0.08207
4.472,20,20,0.2236,0.08276
4.472,20,20,1,0.05538
4.472,20,20,4.472,0.03134
4.472,20,20,20,0.02085
20,20,0,0,0.2891
20,20,0,0.05,0.2927
20,20,0,0.2236,0.2457
20,20,0,1,0.171
20,20,0,4.472,0.1047
20,20,0,20,0.06999
20,20,0.05,0,0.3161
20,20,0.05,0.05,0.2682
20,20,0.05,0.2236,0.232
20,20,0.05,1,0.1806
20,20,0.05,4.472,0.1179
20,20,0.05,20,0.0656
20,20,0.2236,0,0.3115
20,20,0.2236,0.05,0.2557
20,20,0.2236,0.2236,0.2632
20,20,0.2236,1,0.1786
20,20,0.2236,4.472,0.1006
20,20,0.2236,20,0.06433
20,20,1,0,0.1993
20,20,1,0.05,0.1676
20,20,1,0.2236,0.1525
20,20,1,1,0.1235
20,20,1,4.472,0.0664
20,20,1,20,0.04677
20,20,4.472,0,0.09269
20,20,4.472,0.05,0.08563
20,20,4.472,0.2236,0.08001
20,20,4.472,1,0.0541
20,20,4.472,4.472,0.03149
20,20,4.472,20,0.02312
20,20,20,0,0.09567
20,20,20,0.05,0.08515
20,20,20,0.2236,0.08383
20,20,20,1,0.05184
20,20,20,4.472,0.03054
20,20,20,20,0.02039
0,0,0,0,1
0,0,0,0.05,0.9663
0,0,0,0.2236,0.9133
0,0,0,1,0.6072
0,0,0,4.472,0.3259
0,0,0,20,0.2362
0,0,0.05,0,1
0,0,0.05,0.05,0.9236
0,0,0.05,0.2236,0.7956
0,0,0.05,1,0.6184
0,0,0.05,4.472,0.3363
0,0,0.05,20,0.2317
0,0,0.2236,0,1
0,0,0.2236,0.05,0.9593
0,0,0.2236,0.2236,0.8575
0,0,0.2236,1,0.609
0,0,0.2236,4.472,0.3537
0,0,0.2236,20,0.2329
0,0,1,0,0.6153
0,0,1,0.05,0.605
0,0,1,0.2236,0.6138
0,0,1,1,0.4036
0,0,1,4.472,0.2202
0,0,1,20,0.1525
0,0,4.472,0,0.3144
0,0,4.472,0.05,0.2855
0,0,4.472,0.2236,0.25
0,0,4.472,1,0.1907
0,0,4.472,4.472,0.0948
0,0,4.472,20,0.07915
0,0,20,0,0.2988
0,0,20,0.05,0.2769
0,0,20,0.2236,0.2569
0,0,20,1,0.1604
0,0,20,4.472,0.106
0,0,20,20,0.0724
0.05,0,0,0,0.9594
0.05,0,0,0.05,0.939
0.05,0,0,0.2236,0.9284
0.05,0,0,1,0.6322
0.05,0,0,4.472,0.323
0.05,0,0,20,0.2476
0.05,0,0.05,0,1
0.05,0,0.05,0.05,0.9635
0.05,0,0.05,0.2236,0.899
0.05,0,0.05,1,0.6801
0.05,0,0.05,4.472,0.3557
0.05,0,0.05,20,0.229
0.05,0,0.2236,0,0.9677
0.05,0,0.2236,0.05,1
0.05,0,0.2236,0.2236,0.8446
0.05,0,0.2236,1,0.6069
0.05,0,0.2236,4.472,0.337
0.05,0,0.2236,20,0.2479
0.05,0,1,0,0.7005
0.05,0,1,0.05,0.6326
0.05,0,1,0.2236,0.578
0.05,0,1,1,0.3893
0.05,0,1,4.472,0.2083
0.05,0,1,20,0.1611
0.05,0,4.472,0,0.3045
0.05,0,4.472,0.05,0.3029
0.05,0,4.472,0.2236,0.2592
0.05,0,4.472,1,0.178
0.05,0,4.472,4.472,0.1051
0.05,0,4.472,20,0.06745
0.05,0,20,0,0.2883
0.05,0,20,0.05,0.2719
0.05,0,20,0.2236,0.28
0.05,0,20,1,0.1784
0.05,0,20,4.472,0.1012
0.05,0,20,20,0.06659
0.2236,0,0,0,1
0.2236,0,0,0.05,1
0.2236,0,0,0.2236,0.8729
0.2236,0,0,1,0.6069
0.2236,0,0,4.472,0.3179
0.2236,0,0,20,0.2358
0.2236,0,0.05,0,1
0.2236,0,0.05,0.05,0.9916
0.2236,0,0.05,0.2236,0.8164
0.2236,0,0.05,1,0.5825
0.2236,0,0.05,4.472,0.342
0.2236,0,0.05,20,0.2304
0.2236,0,0.2236,0,0.9178
0.2236,0,0.2236,0.05,1
0.2236,0,0.2236,0.2236,0.857
0.2236,0,0.2236,1,0.5716
0.2236,0,0.2236,4.472,0.3306
0.2236,0,0.2236,20,0.2318
0.2236,0,1,0,0.6375
0.2236,0,1,0.05,0.671
0.2236,0,1,0.2236,0.5913
0.2236,0,1,1,0.378
0.2236,0,1,4.472,0.2259
0.2236,0,1,20,0.1548
0.2236,0,4.472,0,0.3022
0.2236,0,4.472,0.05,0.2962
0.2236,0,4.472,0.2236,0.2532
0.2236,0,4.472,1,0.1803
0.2236,0,4.472,4.472,0.1018
0.2236,0,4.472,20,0.06804
0.2236,0,20,0,0.2799
0.2236,0,20,0.05,0.279
0.2236,0,20,0.2236,0.2692
0.2236,0,20,1,0.173
0.2236,0,20,4.472,0.1081
0.2236,0,20,20,0.07228
1,0,0,0,0.7215
1,0,0,0.05,0.7233
1,0,0,0.2236,0.5666
1,0,0,1,0.496
1,0,0,4.472,0.2654
1,0,0,20,0.1808
1,0,0.05,0,0.7523
1,0,0.05,0.05,0.7107
1,0,0.05,0.2236,0.7042
1,0,0.05,1,0.4504
1,0,0.05,4.472,0.2597
1,0,0.05,20,0.1851
1,0,0.2236,0,0.8033
1,0,0.2236,0.05,0.8216
1,0,0.2236,0.2236,0.6541
1,0,0.2236,1,0.4241
1,0,0.2236,4.472,0.2737
1,0,0.2236,20,0.1851
1,0,1,0,0.492
1,0,1,0.05,0.4616
1,0,1,0.2236,0.4587
1,0,1,1,0.3034
1,0,1,4.472,0.1687
1,0,1,20,0.1204
1,0,4.472,0,0.2359
1,0,4.472,0.05,0.2445
1,0,4.472,0.2236,0.1982
1,0,4.472,1,0.136
1,0,4.472,4.472,0.07304
1,0,4.472,20,0.0523
1,0,20,0,0.2355
1,0,20,0.05,0.2269
1,0,20,0.2236,0.1863
1,0,20,1,0.1402
1,0,20,4.472,0.07802
1,0,20,20,0.05857
4.472,0,0,0,0.5423
4.472,0,0,0.05,0.4926
4.472,0,0,0.2236,0.4873
4.472,0,0,1,0.3149
4.472,0,0,4.472,0.1908
4.472,0,0,20,0.1197
4.472,0,0.05,0,0.5313
4.472,0,0.05,0.05,0.5491
4.472,0,0.05,0.2236,0.4723
4.472,0,0.05,1,0.3215
4.472,0,0.05,4.472,0.1714
4.472,0,0.05,20,0.1107
4.472,0,0.2236,0,0.5086
4.472,0,0.2236,0.05,0.5042
4.472,0,0.2236,0.2236,0.4617
4.472,0,0.2236,1,0.2877
4.472,0,0.2236,4.472,0.1762
4.472,0,0.2236,20,0.124
4.472,0,1,0,0.3547
4.472,0,1,0.05,0.366
4.472,0,1,0.2236,0.3356
4.472,0,1,1,0.2063
4.472,0,1,4.472,0.106
4.472,0,1,20,0.07789
4.472,0,4.472,0,0.1372
4.472,0,4.472,0.05,0.1529
4.472,0,4.472,0.2236,0.1375
4.472,0,4.472,1,0.09038
4.472,0,4.472,4.472,0.05631
4.472,0,4.472,20,0.03648
4.472,0,20,0,0.1569
4.472,0,20,0.05,0.1546
4.472,0,20,0.2236,0.1319
4.472,0,20,1,0.09726
4.472,0,20,4.472,0.05207
4.472,0,20,20,0.03843
20,0,0,0,0.513
20,0,0,0.05,0.469
20,0,0,0.2236,0.4189
20,0,0,1,0.2693
20,0,0,4.472,0.1757
20,0,0,20,0.1238
20,0,0.05,0,0.5059
20,0,0.05,0.05,0.4973
20,0,0.05,0.2236,0.4327
20,0,0.05,1,0.3292
20,0,0.05,4.472,0.1662
20,0,0.05,20,0.1115
20,0,0.2236,0,0.4908
20,0,0.2236,0.05,0.4836
20,0,0.2236,0.2236,0.421
20,0,0.2236,1,0.2969
20,0,0.2236,4.472,0.1605
20,0,0.2236,20,0.1213
20,0,1,0,0.3174
20,0,1,0.05,0.3359
20,0,1,0.2236,0.2692
20,0,1,1,0.2002
20,0,1,4.472,0.1125
20,0,1,20,0.07362
20,0,4.472,0,0.1501
20,0,4.472,0.05,0.1465
20,0,4.472,0.2236,0.1383
20,0,4.472,1,0.09285
20,0,4.472,4.472,0.05256
20,0,4.472,20,0.03779
20,0,20,0,0.1419
20,0,20,0.05,0.1564
20,0,20,0.2236,0.1245
20,0,20,1,0.09072
20,0,20,4.472,0.05628
20,0,20,20,0.0403
0,0.05,0,0,0.889
0,0.05,0,0.05,0.861
0,0.05,0,0.2236,0.7682
0,0.05,0,1,0.5767
0,0.05,0,4.472,0.295
0,0.05,0,20,0.2148
0,0.05,0.05,0,0.9321
0,0.05,0.05,0.05,0.8996
0,0.05,0.05,0.2236,0.8171
0,0.05,0.05,1,0.5489
0,0.05,0.05,4.472,0.3313
0,0.05,0.05,20,0.2401
0,0.05,0.2236,0,0.9125
0,0.05,0.2236,0.05,0.8671
0,0.05,0.2236,0.2236,0.7042
0,0.05,0.2236,1,0.5327
0,0.05,0.2236,4.472,0.3057
0,0.05,0.2236,20,0.2162
0,0.05,1,0,0.6184
0,0.05,1,0.05,0.604
0,0.05,1,0.2236,0.479
0,0.05,1,1,0.339
0,0.05,1,4.472,0.1968
0,0.05,1,20,0.1555
0,0.05,4.472,0,0.2708
0,0.05,4.472,0.05,0.262
0,0.05,4.472,0.2236,0.233
0,0.05,4.472,1,0.1569
0,0.05,4.472,4.472,0.09851
0,0.05,4.472,20,0.07057
0,0.05,20,0,0.2837
0,0.05,20,0.05,0.2579
0,0.05,20,0.2236,0.2368
0,0.05,20,1,0.1647
0,0.05,20,4.472,0.09271
0,0.05,20,20,0.06143
0.05,0.05,0,0,0.9296
0.05,0.05,0,0.05,0.8943
0.05,0.05,0,0.2236,0.7506
0.05,0.05,0,1,0.5469
0.05,0.05,0,4.472,0.3057
0.05,0.05,0,20,0.1943
0.05,0.05,0.05,0,0.897
0.05,0.05,0.05,0.05,0.9481
0.05,0.05,0.05,0.2236,0.7661
0.05,0.05,0.05,1,0.5616
0.05,0.05,0.05,4.472,0.3201
0.05,0.05,0.05,20,0.235
0.05,0.05,0.2236,0,0.8915
0.05,0.05,0.2236,0.05,0.8812
0.05,0.05,0.2236,0.2236,0.7291
0.05,0.05,0.2236,1,0.5132
0.05,0.05,0.2236,4.472,0.3073
0.05,0.05,0.2236,20,0.2203
0.05,0.05,1,0,0.5245
0.05,0.05,1,0.05,0.5192
0.05,0.05,1,0.2236,0.4896
0.05,0.05,1,1,0.3729
0.05,0.05,1,4.472,0.1883
0.05,0.05,1,20,0.1581
0.05,0.05,4.472,0,0.2715
0.05,0.05,4.472,0.05,0.2844
0.05,0.05,4.472,0.2236,0.2286
0.05,0.05,4.472,1,0.1777
0.05,0.05,4.472,4.472,0.08846
0.05,0.05,4.472,20,0.06587
0.05,0.05,20,0,0.2642
0.05,0.05,20,0.05,0.2663
0.05,0.05,20,0.2236,0.2332
0.05,0.05,20,1,0.1725
0.05,0.05,20,4.472,0.1002
0.05,0.05,20,20,0.06763
0.2236,0.05,0,0,0.915
0.2236,0.05,0,0.05,0.7855
0.2236,0.05,0,0.2236,0.7404
0.2236,0.05,0,1,0.5381
0.2236,0.05,0,4.472,0.2937
0.2236,0.05,0,20,0.2305
0.2236,0.05,0.05,0,0.9564
0.2236,0.05,0.05,0.05,0.7977
0.2236,0.05,0.05,0.2236,0.7714
0.2236,0.05,0.05,1,0.57
0.2236,0.05,0.05,4.472,0.2826
0.2236,0.05,0.05,20,0.2167
0.2236,0.05,0.2236,0,0.8742
0.2236,0.05,0.2236,0.05,0.7971
0.2236,0.05,0.2236,0.2236,0.768
0.2236,0.05,0.2236,1,0.5208
0.2236,0.05,0.2236,4.472,0.2895
0.2236,0.05,0.2236,20,0.2194
0.2236,0.05,1,0,0.6396
0.2236,0.05,1,0.05,0.5596
0.2236,0.05,1,0.2236,0.4608
0.2236,0.05,1,1,0.3561
0.2236,0.05,1,4.472,0.1774
0.2236,0.05,1,20,0.1313
0.2236,0.05,4.472,0,0.2612
0.2236,0.05,4.472,0.05,0.2661
0.2236,0.05,4.472,0.2236,0.2443
0.2236,0.05,4.472,1,0.1628
0.2236,0.05,4.472,4.472,0.09398
0.2236,0.05,4.472,20,0.06389
0.2236,0.05,20,0,0.2754
0.2236,0.05,20,0.05,0.2636
0.2236,0.05,20,0.2236,0.2169
0.2236,0.05,20,1,0.1596
0.2236,0.05,20,4.472,0.1027
0.2236,0.05,20,20,0.06954
1,0.05,0,0,0.7381
1,0.05,0,0.05,0.6625
1,0.05,0,0.2236,0.6155
1,0.05,0,1,0.4075
1,0.05,0,4.472,0.2276
1,0.05,0,20,0.1698
1,0.05,0.05,0,0.6962
1,0.05,0.05,0.05,0.6848
1,0.05,0.05,0.2236,0.565
1,0.05,0.05,1,0.4189
1,0.05,0.05,4.472,0.2329
1,0.05,0.05,20,0.1666
1,0.05,0.2236,0,0.6843
1,0.05,0.2236,0.05,0.6477
1,0.05,0.2236,0.2236,0.6072
1,0.05,0.2236,1,0.4068
1,0.05,0.2236,4.472,0.2213
1,0.05,0.2236,20,0.1806
1,0.05,1,0,0.3998
1,0.05,1,0.05,0.3952
1,0.05,1,0.2236,0.4129
1,0.05,1,1,0.2961
1,0.05,1,4.472,0.1387
1,0.05,1,20,0.1156
1,0.05,4.472,0,0.2114
1,0.05,4.472,0.05,0.2023
1,0.05,4.472,0.2236,0.1947
1,0.05,4.472,1,0.1297
1,0.05,4.472,4.472,0.07301
1,0.05,4.472,20,0.05072
1,0.05,20,0,0.1945
1,0.05,20,0.05,0.1843
1,0.05,20,0.2236,0.1682
1,0.05,20,1,0.1185
1,0.05,20,4.472,0.07524
1,0.05,20,20,0.04617
4.472,0.05,0,0,0.4969
4.472,0.05,0,0.05,0.4546
4.472,0.05,0,0.2236,0.4188
4.472,0.05,0,1,0.2804
4.472,0.05,0,4.472,0.1721
4.472,0.05,0,20,0.1193
4.472,0.05,0.05,0,0.4916
4.472,0.05,0.05,0.05,0.461
4.472,0.05,0.05,0.2236,0.4033
4.472,0.05,0.05,1,0.3154
4.472,0.05,0.05,4.472,0.1832
4.472,0.05,0.05,20,0.1091
4.472,0.05,0.2236,0,0.5022
4.472,0.05,0.2236,0.05,0.459
4.472,0.05,0.2236,0.2236,0.4036
4.472,0.05,0.2236,1,0.2716
4.472,0.05,0.2236,4.472,0.1621
4.472,0.05,0.2236,20,0.1071
4.472,0.05,1,0,0.337
4.472,0.05,1,0.05,0.2851
4.472,0.05,1,0.2236,0.23
4.472,0.05,1,1,0.1923
4.472,0.05,1,4.472,0.1078
4.472,0.05,1,20,0.08625
4.472,0.05,4.472,0,0.1649
4.472,0.05,4.472,0.05,0.1443
4.472,0.05,4.472,0.2236,0.1332
4.472,0.05,4.472,1,0.08465
4.472,0.05,4.472,4.472,0.05291
4.472,0.05,4.472,20,0.03947
4.472,0.05,20,0,0.1391
4.472,0.05,20,0.05,0.136
4.472,0.05,20,0.2236,0.1226
4.472,0.05,20,1,0.09249
4.472,0.05,20,4.472,0.04855
4.472,0.05,20,20,0.03681
20,0.05,0,0,0.4422
20,0.05,0,0.05,0.4509
20,0.05,0,0.2236,0.3679
20,0.05,0,1,0.3043
20,0.05,0,4.472,0.1409
20,0.05,0,20,0.1022
20,0.05,0.05,0,0.4618
20,0.05,0.05,0.05,0.4326
20,0.05,0.05,0.2236,0.3537
20,0.05,0.05,1,0.2519
20,0.05,0.05,4.472,0.1541
20,0.05,0.05,20,0.1015
20,0.05,0.2236,0,0.4507
20,0.05,0.2236,0.05,0.4281
20,0.05,0.2236,0.2236,0.4017
20,0.05,0.2236,1,0.2533
20,0.05,0.2236,4.472,0.1516
20,0.05,0.2236,20,0.1067
20,0.05,1,0,0.3389
20,0.05,1,0.05,0.2855
20,0.05,1,0.2236,0.2398
20,0.05,1,1,0.2021
20,0.05,1,4.472,0.1108
20,0.05,1,20,0.07171
20,0.05,4.472,0,0.1319
20,0.05,4.472,0.05,0.1274
20,0.05,4.472,0.2236,0.1241
20,0.05,4.472,1,0.07845
20,0.05,4.472,4.472,0.04523
20,0.05,4.472,20,0.03787
20,0.05,20,0,0.1465
20,0.05,20,0.05,0.1374
20,0.05,20,0.2236,0.1182
20,0.05,20,1,0.07871
20,0.05,20,4.472,0.04516
20,0.05,20,20,0.03413
0,0.2236,0,0,0.8504
0,0.2236,0,0.05,0.8086
0,0.2236,0,0.2236,0.6998
0,0.2236,0,1,0.5162
0,0.2236,0,4.472,0.2939
0,0.2236,0,20,0.215
0,0.2236,0.05,0,0.8251
0,0.2236,0.05,0.05,0.8184
0,0.2236,0.05,0.2236,0.6664
0,0.2236,0.05,1,0.5403
0,0.2236,0.05,4.472,0.2807
0,0.2236,0.05,20,0.1942
0,0.2236,0.2236,0,0.8472
0,0.2236,0.2236,0.05,0.774
0,0.2236,0.2236,0.2236,0.7453
0,0.2236,0.2236,1,0.4737
0,0.2236,0.2236,4.472,0.2745
0,0.2236,0.2236,20,0.2038
0,0.2236,1,0,0.5063
0,0.2236,1,0.05,0.4723
0,0.2236,1,0.2236,0.4656
0,0.2236,1,1,0.3039
0,0.2236,1,4.472,0.1826
0,0.2236,1,20,0.1298
0,0.2236,4.472,0,0.2682
0,0.2236,4.472,0.05,0.2414
0,0.2236,4.472,0.2236,0.2331
0,0.2236,4.472,1,0.1531
0,0.2236,4.472,4.472,0.0841
0,0.2236,4.472,20,0.06491
0,0.2236,20,0,0.2417
0,0.2236,20,0.05,0.221
0,0.2236,20,0.2236,0.2366
0,0.2236,20,1,0.1453
0,0.2236,20,4.472,0.08331
0,0.2236,20,20,0.06435
0.05,0.2236,0,0,0.7962
0.05,0.2236,0,0.05,0.7972
0.05,0.2236,0,0.2236,0.68
0.05,0.2236,0,1,0.5477
0.05,0.2236,0,4.472,0.3046
0.05,0.2236,0,20,0.1997
0.05,0.2236,0.05,0,0.8492
0.05,0.2236,0.05,0.05,0.8381
0.05,0.2236,0.05,0.2236,0.6629
0.05,0.2236,0.05,1,0.5218
0.05,0.2236,0.05,4.472,0.3131
0.05,0.2236,0.05,20,0.1876
0.05,0.2236,0.2236,0,0.815
0.05,0.2236,0.2236,0.05,0.7963
0.05,0.2236,0.2236,0.2236,0.6816
0.05,0.2236,0.2236,1,0.5285
0.05,0.2236,0.2236,4.472,0.2617
0.05,0.2236,0.2236,20,0.1866
0.05,0.2236,1,0,0.6468
0.05,0.2236,1,0.05,0.5283
0.05,0.2236,1,0.2236,0.4949
0.05,0.2236,1,1,0.3285
0.05,0.2236,1,4.472,0.2019
0.05,0.2236,1,20,0.1381
0.05,0.2236,4.472,0,0.2615
0.05,0.2236,4.472,0.05,0.2572
0.05,0.2236,4.472,0.2236,0.2288
0.05,0.2236,4.472,1,0.1627
0.05,0.2236,4.472,4.472,0.08839
0.05,0.2236,4.472,20,0.0691
0.05,0.2236,20,0,0.2563
0.05,0.2236,20,0.05,0.251
0.05,0.2236,20,0.2236,0.2212
0.05,0.2236,20,1,0.1613
0.05,0.2236,20,4.472,0.09156
0.05,0.2236,20,20,0.06297
0.2236,0.2236,0,0,0.786
0.2236,0.2236,0,0.05,0.8035
0.2236,0.2236,0,0.2236,0.7623
0.2236,0.2236,0,1,0.473
0.2236,0.2236,0,4.472,0.2989
0.2236,0.2236,0,20,0.1913
0.2236,0.2236,0.05,0,0.7841
0.2236,0.2236,0.05,0.05,0.7753
0.2236,0.2236,0.05,0.2236,0.6612
0.2236,0.2236,0.05,1,0.4817
0.2236,0.2236,0.05,4.472,0.2994
0.2236,0.2236,0.05,20,0.2038
0.2236,0.2236,0.2236,0,0.8489
0.2236,0.2236,0.2236,0.05,0.8182
0.2236,0.2236,0.2236,0.2236,0.667
0.2236,0.2236,0.2236,1,0.5007
0.2236,0.2236,0.2236,4.472,0.2994
0.2236,0.2236,0.2236,20,0.1901
0.2236,0.2236,1,0,0.5225
0.2236,0.2236,1,0.05,0.4808
0.2236,0.2236,1,0.2236,0.4341
0.2236,0.2236,1,1,0.2897
0.2236,0.2236,1,4.472,0.1904
0.2236,0.2236,1,20,0.1237
0.2236,0.2236,4.472,0,0.243
0.2236,0.2236,4.472,0.05,0.2493
0.2236,0.2236,4.472,0.2236,0.2062
0.2236,0.2236,4.472,1,0.1398
0.2236,0.2236,4.472,4.472,0.0913
0.2236,0.2236,4.472,20,0.05608
0.2236,0.2236,20,0,0.2624
0.2236,0.2236,20,0.05,0.2453
0.2236,0.2236,20,0.2236,0.204
0.2236,0.2236,20,1,0.1463
0.2236,0.2236,20,4.472,0.08997
0.2236,0.2236,20,20,0.05988
1,0.2236,0,0,0.6189
1,0.2236,0,0.05,0.5918
1,0.2236,0,0.2236,0.5265
1,0.2236,0,1,0.3806
1,0.2236,0,4.472,0.2215
1,0.2236,0,20,0.1478
1,0.2236,0.05,0,0.6411
1,0.2236,0.05,0.05,0.6621
1,0.2236,0.05,0.2236,0.5576
1,0.2236,0.05,1,0.3959
1,0.2236,0.05,4.472,0.238
1,0.2236,0.05,20,0.1604
1,0.2236,0.2236,0,0.6701
1,0.2236,0.2236,0.05,0.6481
1,0.2236,0.2236,0.2236,0.5355
1,0.2236,0.2236,1,0.3547
1,0.2236,0.2236,4.472,0.212
1,0.2236,0.2236,20,0.1474
1,0.2236,1,0,0.4133
1,0.2236,1,0.05,0.3932
1,0.2236,1,0.2236,0.3202
1,0.2236,1,1,0.2494
1,0.2236,1,4.472,0.1317
1,0.2236,1,20,0.09609
1,0.2236,4.472,0,0.1806
1,0.2236,4.472,0.05,0.2013
1,0.2236,4.472,0.2236,0.1554
1,0.2236,4.472,1,0.1126
1,0.2236,4.472,4.472,0.06789
1,0.2236,4.472,20,0.04374
1,0.2236,20,0,0.1958
1,0.2236,20,0.05,0.1744
1,0.2236,20,0.2236,0.1669
1,0.2236,20,1,0.1081
